@relation whatever

@attribute obs_lon numeric
@attribute model_lon numeric
@attribute model_lat numeric
@attribute velocity_U numeric
@attribute velocity_V numeric
@attribute wind_U numeric
@attribute wind_V numeric


@data
-0.01053 , -0.003287 , 0.004024 , -0.0200 , 0.2782 , -1.9178 , -4.3992
-0.01217 , -0.004739 , 0.001728 , -0.1030 , 0.1464 , -0.7389 , -5.2638
-0.01064 , -0.006711 , -0.003301 , -0.1889 , 0.0155 , 0.4970 , -6.1241
-0.01089 , -0.00721 , -0.008245 , -0.2751 , -0.1133 , 1.7188 , -6.9714
-0.01053 , -0.005746 , -0.011134 , -0.1926 , -0.1540 , 1.9886 , -7.0745
-0.00603 , -0.002033 , -0.012609 , -0.1104 , -0.1965 , 2.2523 , -7.1774
0.00101 , 0.002248 , -0.014155 , -0.0299 , -0.2415 , 2.5066 , -7.2778
0.00775 , 0.005717 , -0.01286 , 0.0776 , -0.1348 , 2.7746 , -7.3706
0.01302 , 0.01012 , -0.009391 , 0.1795 , -0.0244 , 2.9903 , -7.4696
0.01315 , 0.013824 , -0.005809 , 0.2789 , 0.0898 , 3.1894 , -7.5619
0.01125 , 0.013199 , -0.00347 , 0.1910 , 0.1366 , 3.3456 , -7.6574
0.00842 , 0.010539 , -0.002143 , 0.1048 , 0.1804 , 3.4560 , -7.7744
0.00854 , 0.006452 , -0.000857 , 0.0174 , 0.2239 , 3.5647 , -7.8823
0.00666 , 0.002937 , -0.003176 , -0.0745 , 0.0766 , 3.6487 , -8.0109
-0.00104 , 0.000669 , -0.008083 , -0.1662 , -0.0724 , 3.7281 , -8.1405
-0.0055 , -0.003004 , -0.012979 , -0.2582 , -0.2214 , 3.7849 , -8.2599
-0.00551 , -0.00232 , -0.015865 , -0.1939 , -0.2640 , 3.8258 , -8.3868
-0.00214 , 0.000408 , -0.017238 , -0.1282 , -0.3058 , 3.8318 , -8.4949
0.00722 , 0.003234 , -0.018578 , -0.0574 , -0.3429 , 3.8124 , -8.6070
0.0152 , 0.007982 , -0.016386 , 0.0659 , -0.1986 , 4.6714 , -8.4979
0.02015 , 0.014135 , -0.011883 , 0.1929 , -0.0610 , 5.5381 , -8.4459
0.02338 , 0.019036 , -0.007655 , 0.3184 , 0.0711 , 6.4369 , -8.4603
0.0221 , 0.019676 , -0.004658 , 0.2353 , 0.1429 , 6.5333 , -8.6907
0.01616 , 0.015097 , -0.002333 , 0.1329 , 0.2219 , 6.6501 , -8.8964
0.01261 , 0.010946 , 3.7E-05 , 0.0248 , 0.3009 , 6.7828 , -9.0611
0.0064 , 0.006963 , -0.001972 , -0.0804 , 0.1567 , 6.1521 , -9.5215
0.00226 , 0.001981 , -0.00714 , -0.1854 , 0.0107 , 5.5229 , -9.9929
-0.00103 , -0.002248 , -0.012282 , -0.2903 , -0.1362 , 4.8951 , -10.4482
-0.00263 , -0.001885 , -0.015495 , -0.2125 , -0.2009 , 4.7347 , -10.1929
-0.00229 , 0.000919 , -0.017308 , -0.1376 , -0.2651 , 4.5708 , -9.9216
0.00361 , 0.003498 , -0.018977 , -0.0678 , -0.3233 , 4.4032 , -9.6596
0.01072 , 0.00743 , -0.017083 , 0.0625 , -0.2015 , 4.2386 , -9.3956
0.01554 , 0.012578 , -0.01272 , 0.1947 , -0.0729 , 4.0753 , -9.1347
0.01457 , 0.016561 , -0.008366 , 0.3320 , 0.0594 , 3.9130 , -8.8716
0.01491 , 0.016743 , -0.005427 , 0.2475 , 0.1128 , 3.7666 , -8.6213
0.01202 , 0.013048 , -0.003518 , 0.1595 , 0.1642 , 3.6194 , -8.3717
0.00714 , 0.008521 , -0.00164 , 0.0672 , 0.2149 , 3.4714 , -8.1227
0.00017 , 0.004622 , -0.003516 , -0.0546 , 0.0679 , 3.3209 , -7.9043
-0.0063 , -0.000501 , -0.008102 , -0.1773 , -0.0808 , 3.1618 , -7.6841
-0.01008 , -0.004181 , -0.012658 , -0.2984 , -0.2287 , 2.9965 , -7.4813
-0.01103 , -0.005458 , -0.015268 , -0.2297 , -0.2704 , 2.8052 , -7.3025
-0.00921 , -0.002317 , -0.016516 , -0.1633 , -0.3125 , 2.6257 , -7.1284
-0.00224 , 9E-05 , -0.01776 , -0.0980 , -0.3574 , 2.4427 , -6.9511
0.00423 , 0.00482 , -0.014998 , 0.0558 , -0.1946 , 2.6869 , -6.6694
0.01231 , 0.010536 , -0.009276 , 0.2073 , -0.0265 , 2.9412 , -6.3707
0.01637 , 0.01566 , -0.003476 , 0.3606 , 0.1450 , 3.1997 , -6.0693
0.01644 , 0.016534 , 0.000595 , 0.2820 , 0.2243 , 3.1589 , -5.8607
0.01233 , 0.013436 , 0.003344 , 0.2058 , 0.3024 , 3.1282 , -5.6320
0.0097 , 0.009677 , 0.006004 , 0.1312 , 0.3774 , 3.1136 , -5.3881
0.0017 , 0.004757 , 0.004049 , -0.0066 , 0.2185 , 2.5776 , -5.5067
-0.0058 , -0.000845 , -0.001267 , -0.1478 , 0.0592 , 2.0324 , -5.6515
-0.00797 , -0.006463 , -0.00663 , -0.2888 , -0.1016 , 1.4898 , -5.8052
-0.00541 , -0.007518 , -0.010379 , -0.2480 , -0.1847 , 1.3337 , -5.7196
-0.00339 , -0.005301 , -0.012941 , -0.2060 , -0.2660 , 1.1936 , -5.6474
-0.00106 , -0.004311 , -0.015122 , -0.1636 , -0.3460 , 1.0684 , -5.5933
0.00631 , 0.00061 , -0.013328 , -0.0046 , -0.2007 , 0.9360 , -5.5342
0.01197 , 0.005379 , -0.008495 , 0.1515 , -0.0523 , 0.8228 , -5.4786
0.01432 , 0.011484 , -0.00356 , 0.3077 , 0.0969 , 0.6905 , -5.3778
0.01336 , 0.012133 , -9.3E-05 , 0.2587 , 0.1682 , 0.5642 , -5.2657
0.01495 , 0.009315 , 0.002312 , 0.2092 , 0.2385 , 0.4237 , -5.1371
0.00701 , 0.007799 , 0.004744 , 0.1595 , 0.3103 , 0.2628 , -4.9838
-0.00293 , 0.002588 , 0.00276 , 0.0091 , 0.1470 , 0.1200 , -4.8757
-0.00617 , -0.002261 , -0.002438 , -0.1411 , -0.0159 , -0.0471 , -4.7360
-0.01109 , -0.0084 , -0.007723 , -0.2906 , -0.1812 , -0.1701 , -4.6928
-0.01262 , -0.009478 , -0.011458 , -0.2546 , -0.2610 , -0.2907 , -4.6521
-0.0095 , -0.008125 , -0.014011 , -0.2172 , -0.3386 , -0.3839 , -4.6655
-0.00636 , -0.006135 , -0.016518 , -0.1817 , -0.4151 , -0.4683 , -4.6733
-0.00389 , -9.8E-05 , -0.004476 , 0.0526 , -0.1206 , -1.6226 , 0.8226
-0.00167 , 0.000357 , -0.001117 , 0.1013 , -0.0202 , -2.3704 , 0.9125
0.00172 , 0.001479 , 0.00226 , 0.1509 , 0.0805 , -3.0649 , 1.0405
0.00116 , -1.6E-05 , 0.00574 , 0.1166 , 0.1873 , -3.7593 , 1.1685
-0.00305 , -0.00291 , 0.00932 , 0.0805 , 0.2938 , -4.4147 , 1.3191
-0.00483 , -0.005179 , 0.012955 , 0.0435 , 0.4016 , -5.0549 , 1.4764
-0.0074 , -0.008326 , 0.0126 , -0.0106 , 0.2946 , -5.7607 , 1.6260
-0.01104 , -0.009957 , 0.009148 , -0.0606 , 0.1846 , -6.4902 , 1.7816
-0.01315 , -0.013079 , 0.005347 , -0.1189 , 0.0672 , -7.2132 , 1.8980
-0.01287 , -0.014492 , 0.000946 , -0.1227 , -0.0879 , -7.9960 , 2.0299
-0.01429 , -0.015905 , -0.003716 , -0.1336 , -0.2332 , -8.7344 , 2.1495
-0.01334 , -0.016341 , -0.008168 , -0.1522 , -0.3776 , -9.4684 , 2.2848
-0.01104 , -0.017332 , -0.007799 , -0.1084 , -0.2804 , -10.1796 , 2.4453
-0.00824 , -0.016086 , -0.003933 , -0.0579 , -0.1688 , -10.8391 , 2.6124
-0.00622 , -0.01499 , -0.000252 , -0.0011 , -0.0541 , -11.4513 , 2.7963
-0.00563 , -0.013318 , 0.004297 , 0.0479 , 0.1064 , -11.4561 , 3.5890
-0.00415 , -0.011728 , 0.009652 , 0.1051 , 0.2460 , -11.4463 , 4.3435
-0.00492 , -0.009864 , 0.015406 , 0.1521 , 0.3995 , -11.4365 , 5.0640
-0.00575 , -0.010599 , 0.016703 , 0.0763 , 0.3362 , -10.6174 , 5.2659
-0.0074 , -0.012943 , 0.01481 , -0.0014 , 0.2688 , -9.8212 , 5.4892
-0.00959 , -0.015349 , 0.012965 , -0.0947 , 0.2047 , -9.0397 , 5.7402
-0.01255 , -0.017857 , 0.009831 , -0.1517 , 0.0674 , -8.4239 , 5.9654
-0.01624 , -0.018896 , 0.005917 , -0.2138 , -0.0626 , -7.8665 , 6.2119
-0.01836 , -0.020349 , 0.002198 , -0.2661 , -0.1864 , -7.3493 , 6.4990
-0.01881 , -0.017173 , 0.001398 , -0.1486 , -0.1290 , -7.0665 , 5.8466
-0.0139 , -0.011708 , 0.00224 , -0.0209 , -0.0813 , -6.7716 , 5.1859
-0.0063 , -0.007098 , 0.002875 , 0.1034 , -0.0407 , -6.4900 , 4.5058
0.00147 , -0.003251 , 0.004824 , 0.1685 , 0.0708 , -6.2776 , 3.7660
0.00509 , -0.000454 , 0.007825 , 0.2350 , 0.1849 , -6.0841 , 3.0093
0.00501 , 0.001587 , 0.010951 , 0.2972 , 0.3063 , -5.9221 , 2.2529
0.00191 , -0.000515 , 0.010983 , 0.1608 , 0.2548 , -5.8692 , 1.4622
-0.00366 , -0.006028 , 0.00869 , 0.0197 , 0.2094 , -5.8710 , 0.6687
-0.01091 , -0.010266 , 0.006309 , -0.1124 , 0.1665 , -5.8698 , -0.1063
-0.0194 , -0.012926 , 0.001496 , -0.1755 , 0.0076 , -5.7739 , -0.8647
-0.02404 , -0.015422 , -0.004178 , -0.2427 , -0.1590 , -5.6211 , -1.6459
-0.024 , -0.019112 , -0.009094 , -0.3361 , -0.2859 , -5.3762 , -2.4210
-0.01907 , -0.0152 , -0.010996 , -0.1780 , -0.2251 , -5.1465 , -3.2199
-0.01356 , -0.007963 , -0.011091 , -0.0005 , -0.2188 , -4.6824 , -3.9607
-0.01348 , -0.007311 , 0.003158 , -0.0819 , 0.0211 , -3.7200 , 1.4348
-0.01412 , -0.009546 , 0.000717 , -0.1275 , -0.0606 , -3.5376 , 1.6167
-0.01303 , -0.008336 , -0.001615 , -0.0938 , -0.0996 , -3.5704 , 0.7039
-0.0091 , -0.007959 , -0.003786 , -0.0664 , -0.1388 , -3.6230 , -0.2593
-0.00499 , -0.006426 , -0.005891 , -0.0383 , -0.1760 , -3.6861 , -1.1852
-0.00377 , -0.004662 , -0.004835 , 0.0342 , -0.0855 , -4.2647 , -0.8417
-0.00036 , -0.002038 , -0.001561 , 0.1131 , 0.0045 , -4.7162 , -0.5100
0.00199 , -0.000575 , 0.001684 , 0.1946 , 0.0985 , -5.1985 , -0.1562
0.00058 , -1.8E-05 , 0.004084 , 0.1545 , 0.1440 , -5.6578 , 0.1613
-0.0025 , -0.003484 , 0.005947 , 0.1140 , 0.1914 , -6.1076 , 0.4874
-0.00578 , -0.004929 , 0.007799 , 0.0760 , 0.2389 , -6.6017 , 0.8256
-0.01051 , -0.008272 , 0.006995 , -0.0186 , 0.1452 , -7.0592 , 1.1491
-0.01435 , -0.012577 , 0.004271 , -0.1104 , 0.0498 , -7.5502 , 1.5129
-0.01729 , -0.016379 , 0.00148 , -0.2061 , -0.0463 , -8.0294 , 1.8743
-0.01955 , -0.018479 , -0.000836 , -0.2020 , -0.1202 , -8.4722 , 2.2697
-0.02157 , -0.018878 , -0.002692 , -0.2010 , -0.1906 , -8.8794 , 2.6710
-0.0196 , -0.018707 , -0.004542 , -0.2020 , -0.2599 , -9.2448 , 3.1026
-0.01621 , -0.016721 , -0.003342 , -0.1015 , -0.1691 , -9.5518 , 3.5306
-0.01751 , -0.01358 , 6.4E-05 , 0.0002 , -0.0758 , -9.8190 , 3.9683
-0.01154 , -0.010431 , 0.003434 , 0.1032 , 0.0176 , -10.0629 , 4.3759
-0.00676 , -0.008413 , 0.007017 , 0.1232 , 0.1196 , -10.0625 , 4.9196
-0.00831 , -0.008353 , 0.010804 , 0.1417 , 0.2216 , -10.0991 , 5.4483
-0.01047 , -0.008364 , 0.014641 , 0.1596 , 0.3229 , -10.1411 , 6.0002
-0.01299 , -0.008811 , 0.01532 , 0.0692 , 0.2568 , -9.1060 , 6.4504
-0.01597 , -0.011761 , 0.01372 , -0.0193 , 0.1944 , -8.0137 , 6.8932
-0.01732 , -0.01339 , 0.012156 , -0.1096 , 0.1351 , -6.9108 , 7.2662
-0.01947 , -0.014677 , 0.00983 , -0.1302 , 0.0391 , -6.7279 , 7.4741
-0.02046 , -0.014687 , 0.006959 , -0.1515 , -0.0581 , -6.5648 , 7.7368
-0.01861 , -0.01545 , 0.004124 , -0.1739 , -0.1545 , -6.4310 , 8.0135
-0.01428 , -0.012233 , 0.003631 , -0.0777 , -0.1009 , -5.5892 , 7.5146
-0.00803 , -0.007949 , 0.004752 , 0.0213 , -0.0489 , -4.7405 , 6.9919
-0.00091 , -0.003022 , 0.005841 , 0.1185 , 0.0011 , -3.8908 , 6.4247
0.00429 , -3.7E-05 , 0.007627 , 0.1617 , 0.0916 , -3.0402 , 5.7931
0.00505 , 0.002737 , 0.009937 , 0.2053 , 0.1824 , -2.1961 , 5.1348
0.00436 , 0.005603 , 0.012257 , 0.2511 , 0.2749 , -1.3559 , 4.4785
0.0001 , 0.0047 , 0.011525 , 0.1370 , 0.2050 , -0.5212 , 3.8105
-0.00447 , 0.001751 , 0.008674 , 0.0224 , 0.1367 , 0.3092 , 3.1526
-0.00826 , -0.001902 , 0.005876 , -0.0919 , 0.0691 , 1.0986 , 2.5223
-0.01345 , -0.003697 , 0.001803 , -0.1263 , -0.0662 , 1.8779 , 1.8890
-0.01726 , -0.002735 , -0.003165 , -0.1616 , -0.2016 , 2.6478 , 1.2490
-0.00842 , -0.002986 , -0.008079 , -0.1949 , -0.3373 , 3.5485 , 0.6950
-0.00099 , 0.000672 , -0.009611 , -0.0932 , -0.2939 , 4.4630 , 0.1324
0.00481 , 0.005817 , -0.008784 , 0.0096 , -0.2511 , 5.3993 , -0.3962
0.01199 , 0.010322 , -0.00792 , 0.1132 , -0.2077 , 6.2674 , -0.9305
